"","x"
"4096","vehicle-to-vehicle and vehicle-to-roadside multi-hop communications for vehicular sensor networks: simulations and field trial"
"4097","versavis-an open versatile multi-camera visual-inertial sensor suite"
"4098","versavis—an open versatile multi-camera visual-inertial sensor suite"
"4099","very high resolution crop surface models (csm) from uav-based stereo images for rice growth monitoring in northeast china"
"4100","very high resolution crop surface models (csms) from uav-based stereo
images for rice growth monitoring in northeast china"
"4101","very high resolution crop surface models (csms) from uav-based stereo images for rice growth monitoring in northeast china"
"4102","very low complexity space-time decision feedback equalization of
intersymbol interference on severe frequency-selective fading channels"
"4103","very low cost configurable hardware interleaver for 3g turbo decoding"
"4104","vexredus: a student high altitude glider project to demonstrate the
capabilities of a blended wing body concept"
"4105","vexredus: a student high altitude glider project to demonstrate the capabilities of a blended wing body concept"
"4106","vibration suppression control for a pneumatic isolation table with three degrees-of-freedom using on-off valves"
"4107","vibrational characteristics of frp-bonded concrete interfacial defects
in a low frequency regime"
"4108","vibrational characteristics of frp-bonded concrete interfacial defects in a low frequency regime"
"4109","vicilogic: online learning and prototyping platform for digital logic and computer architecture"
"4110","video relay service for signing deaf - lessons learnt from a pilot study"
"4111","video sequences analysis for eye tracking"
"4112","virtual energy center for teaching alternative energy technologies"
"4113","virtual energy center for teaching alternative energy technologies"
"4114","virtual reality and augmented reality low coast: an experience of heritage education in primary school"
"4115","virtual reality game-based therapy for persons with tbi: a pilot study"
"4116","virtualrobot: an open general-purpose simulation tool for robotics"
"4117","virtualsense: a java-based open platform for ultra-low-power wireless
sensor nodes"
"4118","virtualsense: a java-based open platform for ultra-low-power wireless sensor nodes"
"4119","visible light indoor positioning in a noise-aware environment"
"4120","visible light indoor positioning in a noise-aware environment"
"4121","visible-light-enabled aminocarbonylation of unactivated alkyl iodides
with stoichiometric carbon monoxide for application on late-stage carbon
isotope labeling"
"4122","visible-light-enabled aminocarbonylation of unactivated alkyl iodides with stoichiometric carbon monoxide for application on late-stage carbon isotope labeling"
"4123","visignet: a wireless body area network with cloud data storage for the
telemonitoring of vital signs"
"4124","visignet: a wireless body area network with cloud data storage for the telemonitoring of vital signs"
"4125","vision based measurement systems"
"4126","vision-based autonomous tracking and landing of a fully-actuated
rotorcraft"
"4127","vision-based autonomous tracking and landing of a fully-actuated rotorcraft"
"4128","vision-based finger detection, tracking, and event identification
techniques for multi-touch sensing and display systems"
"4129","vision-based simultaneous localization and mapping in changing outdoor
environments"
"4130","vision-based simultaneous localization and mapping in changing outdoor environments"
"4131","vision-based slam system for mavs in gps-denied environments"
"4132","vision-based slam system for mavs in gps-denied environments"
"4133","vlsi architecture of a low complexity face detection algorithm for
real-time video encoding"
"4134","vlsi design of an efficient flicker-free video defogging method for
real-time applications"
"4135","vlsi design of an efficient flicker-free video defogging method for real-time applications"
