"","x"
"3900","three-dimensional printing physiology laboratory technology"
"3901","three-dimensional printing physiology laboratory technology"
"3902","three-dimensional surface reconstruction for cartridge cases usingphotometric stereo"
"3903","thyroid and parathyroid office based ultrasonography - review article"
"3904","thyroid and parathyroid office based ultrasonography- review article"
"3905","time and clock synchronization with afck for cbm"
"3906","time and clock synchronization with afck for cbm"
"3907","time as a service: white rabbit at cern"
"3908","time calibration of thermal rolling shutter infrared cameras"
"3909","time calibration of thermal rolling shutter infrared cameras"
"3910","time series data storage system based on big data technologies: architecture and implementation"
"3911","time series data storage system based on big data technologies:architecture and implementation"
"3912","time-domain fitting of battery electrochemical impedance models"
"3913","time-domain fitting of battery electrochemical impedance models"
"3914","timeline: an operating system abstraction for time-aware applications"
"3915","timeline: an operating system abstraction for time-aware applications"
"3916","tinynose, an auxiliary smart gas sensor for rfid tag in vegetables ripening monitoring during refrigerated cargo transport"
"3917","tinynose, an auxiliary smart gas sensor for rfid tag in vegetablesripening monitoring during refrigerated cargo transport"
"3918","tl-hls: methodology for low cost hardware trojan security aware scheduling with optimal loop unrolling factor during high level synthesis"
"3919","tl-hls: methodology for low cost hardware trojan security awarescheduling with optimal loop unrolling factor during high levelsynthesis"
"3920","tl-osr, a low cost mobile robot with open-source technology based on sensor fusion"
"3921","tl-osr, a low cost mobile robot with open-source technology based onsensor fusion"
"3922","tomrobot: a low-cost robot for manet testbed"
"3923","tomrobot: a low-cost robot for manet testbed"
"3924","tools for diy site-testing"
"3925","tools for in-circuit testing of on-line content processing hardware"
"3926","tools for public participation in science: design and dissemination of open-science hardware"
"3927","tools for safety inspection and management of road networks"
"3928","tools for safety inspection and management of road networks"
"3929","topcore open modular platform for real-time control of experimental setups"
"3930","topcore open modular platform for real-time control of experimentalsetups"
"3931","topology shaping for time synchronization in wireless sensor networks"
"3932","topology shaping for time synchronization in wireless sensor networks"
"3933","toward an audio digital library 2.0: smash, a social music archive ofshellac phonographic discs"
"3934","toward dependable embedded model predictive control"
"3935","toward dependable embedded model predictive control"
"3936","toward model-based requirement engineering tool support"
"3937","toward model-based requirement engineering tool support"
"3938","toward open source cubesat design"
"3939","toward open source cubesat design"
"3940","toward open-source hardware and software for the mining industry: a case study of low-cost environmental monitoring system for non-metallic underground mines"
"3941","toward open-source hardware and software for the mining industry: a casestudy of low-cost environmental monitoring system for non-metallicunderground mines"
"3942","toward requirements engineering of cyber-physical systems: modeling cubesat"
"3943","toward requirements engineering of cyber-physical systems: modelingcubesat"
"3944","towards a generic architecture for building modular cps as applied to mobile robotics"
"3945","towards a generic architecture for building modular cps as applied tomobile robotics"
"3946","towards a new methodology to evaluate the environmental impact of a marine outfall using a lightweight auv"
"3947","towards a new methodology to evaluate the environmental impact of amarine outfall using a lightweight auv"
"3948","towards air quality estimation using collected multimodal environmental data"
"3949","towards an advanced virtual ultrasound-guided renal biopsy trainer"
"3950","towards an advanced virtual ultrasound-guided renal biopsy trainer"
